"","workerid","rt","statements","weight","pronoun","question","profession","correctResponse","response","slide_number_in_experiment","language","enjoyment","gender","age","problems","comments","asses","fairprice","education","OS","screenH","screenW","Browser","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","workerid.1","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.condition","Answer.time_in_minutes","Answer.catch_trials"
"13",0,11491,"[u'The art historian gets many invitations to speak at college campuses.', u' only accepts a few in the New England area.']",5.33,"She","Does the art historian ever speak outside of the New England area?","art historian","No","[7153, 704, 3336, 2432, u'No']",16,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"14",0,11831,"[u'The midwife read the newspaper everyday.', u' tried to keep informed about national and world news.']",10.27,"He","Did the midwife read the newspaper only once a week?","midwife","No","[7247, 656, 2385, 3584, u'No']",17,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"15",0,11847,"[u'The carpenter walked to the grocery store.', u' didn&quotechart make eye contact with anyone passing by.']",2.47,"She","Did the carpenter make eye contact with passersby?","carpenter","No","[9175, 833, 3807, 3249, u'No']",18,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"16",0,10223,"[u'The swimmer attended a press conference before the latest competition.', u' said that there was every reason to expect a gold medal.']",5.83,"He","Was the swimmer at a press conference?","swimmer","Yes","[6777, 568, 3344, 2471, u'Yes']",19,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"17",0,10655,"[u'The secretary distributed an urgent memo.', u' made is clear that work would continue as normal.']",9.7,"She","Was the memo the secretary distributed urgent?","secretary","Yes","[6599, 495, 1472, 2736, u'Yes']",20,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"18",0,8695,"[u'The plumber stopped by the diner on the way home from work.', u' ordered the special: catfish sandwich and fries.']",1.83,"He","Was the special a catfish sandwhich?","plumber","Yes","[8399, 657, 2615, 2135, u'Yes']",21,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"19",0,8207,"[u'The housekeeper always showed up late for work.', u' was threatened with termination if this behavior continued.']",9.97,"She","Did the housekeeper always show up for work on time?","housekeeper","No","[5535, 552, 2176, 1960, u'No']",22,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"20",0,7415,"[u'The butcher seemed a little distracted.', u' said that there were several family members who were in the hospital.']",1.77,"She","Was the butcher happy?","butcher","No","[5312, 560, 1160, 3040, u'No']",23,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"21",0,7824,"[u'The singer spent hours every week watching television.', u' would watch even more if it were possible.']",6.13,"She","Did the singer like watching television?","singer","Yes","[5711, 448, 2520, 2264, u'Yes']",24,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"22",0,7981,"[u'The interior designer inspected the ballroom before the gala.', u' found everything in perfect order.']",6.7,"He","Was the interior designer inspecting the garden?","interior designer","No","[4976, 448, 2720, 1392, u'No']",25,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"23",0,8272,"[u'The fortune teller traveled with the carnival.', u' had been born into the carnival life and never wanted to leave it.']",9.47,"He","Had the fortune teller joined the circus as a teenager?","fortune teller","No","[4719, 455, 2367, 2257, u'No']",26,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"24",0,9287,"[u'The football player spent hours in the whirlpool each day.', u' had injured an ankle, and the whirlpool eased the pain.']",1.57,"She","Had the football player injured an ankle?","football player","Yes","[5449, 496, 2432, 2599, u'Yes']",27,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
"25",0,8001,"[u'The paratrooper was very moody and hard to get along with.', u' seemed to be liked by no one in the squad.']",1.24,"He","Did anyone in the squad like the paratrooper?","paratrooper","No","[6359, 519, 2504, 2097, u'No']",28,"English",0,"Male",39,"""Everyday"" is an adjective.","No.","Yes",".50",3,"Windows",1080,1920,"Chrome","3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","3QY2P19FFHX9BG7GXSZS9WCOSF7NX3","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Fri May 12 08:47:36 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sun May 14 08:47:36 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ","34PGFRQONOAH0J0G5ZBZIAKX859WJR",0,"Approved","Fri May 12 08:59:54 PDT 2017","Fri May 12 08:48:06 PDT 2017","Fri May 12 08:54:54 PDT 2017","Fri May 12 09:00:16 PDT 2017",NA,NA,NA,NA,"undefined",6.76781666666667,"[]"
